.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	FOXG1_unique
ENSMUSG00000028785	2146.356135	-0.559660797	0.179662094	0.000405295	0.002851723	Hpca	FOXG1_unique
ENSMUSG00000028786	2.059261358	-0.05206435	0.326669692	0.469244277	.	Tmem54	FOXG1_unique
ENSMUSG00000028788	11385.69686	-0.096817628	0.063625368	0.14847037	0.297660073	Ptp4a2	FOXG1_unique
ENSMUSG00000028789	2381.504768	0.383028261	0.126722856	0.001073705	0.006454137	Azin2	FOXG1_unique
ENSMUSG00000028790	5761.66656	0.061030834	0.072051525	0.400682458	0.581074303	Khdrbs1	FOXG1_unique
ENSMUSG00000028792	2384.220566	0.049781777	0.095012445	0.554299928	0.711233932	Ak2	FOXG1_unique
ENSMUSG00000028793	2578.860114	0.044931589	0.147975979	0.733886902	0.844807269	Rnf19b	FOXG1_unique
ENSMUSG00000028795	1746.087586	0.259448913	0.092172591	0.003267447	0.016066406	Ccdc28b	FOXG1_unique
ENSMUSG00000028796	4276.706342	-0.181305511	0.073604133	0.012147131	0.046058917	Phc2	FOXG1_unique
ENSMUSG00000028797	4298.347673	0.094162926	0.069059593	0.17172042	0.331020809	Tmem234	FOXG1_unique
ENSMUSG00000028799	1971.635735	0.249846038	0.135128625	0.042239133	0.120156834	Zfp362	FOXG1_unique
ENSMUSG00000028800	2296.901057	-0.110968847	0.114637758	0.29902051	0.480040369	Hdac1	FOXG1_unique
ENSMUSG00000028803	2650.837827	-0.030089979	0.15621299	0.822593611	0.900620938	Nipal3	FOXG1_unique
ENSMUSG00000028804	2505.285711	-0.488560512	0.29323887	0.018216514	0.062766455	Csmd2	FOXG1_unique
ENSMUSG00000028807	340.134776	0.203592906	0.140578993	0.108334918	0.239155421	Zbtb8a	FOXG1_unique
ENSMUSG00000028809	4976.806654	0.182123943	0.095913194	0.047027248	0.130049788	Srrm1	FOXG1_unique
ENSMUSG00000028811	7348.965942	1.103224581	0.199682772	2.1113E-09	6.60117E-08	Yars	FOXG1_unique
ENSMUSG00000028813	83.03186232	0.081619358	0.21175455	0.614773859	0.758586092	RP23-183D18.1	FOXG1_unique
ENSMUSG00000028820	7631.285425	-0.373687219	0.079646567	1.25904E-06	1.99444E-05	Sfpq	FOXG1_unique
ENSMUSG00000028821	1551.594737	0.320611807	0.138454725	0.010775828	0.041920043	Syf2	FOXG1_unique
ENSMUSG00000028822	4209.012459	0.271121961	0.088703892	0.001334166	0.007717712	Tmem50a	FOXG1_unique
ENSMUSG00000028825	7.725079575	-0.151576335	0.364446084	0.114300326	0.248139338	Rhd	FOXG1_unique
ENSMUSG00000028826	2997.384567	-0.018504104	0.072123874	0.794260074	0.883924027	Tmem57	FOXG1_unique
ENSMUSG00000028830	4663.602067	-0.259943984	0.075851587	0.000407911	0.002865148	RP23-273D6.2	FOXG1_unique
ENSMUSG00000028832	20105.99581	0.267357839	0.13156691	0.026351222	0.083827467	Stmn1	FOXG1_unique
ENSMUSG00000028833	24737.81951	-0.517408123	0.185572409	0.00126625	0.007383966	Ncdn	FOXG1_unique
ENSMUSG00000028837	4427.118143	-0.451716176	0.140369108	0.00040604	0.002855517	Psmb2	FOXG1_unique
ENSMUSG00000028842	949.9056662	-0.434771782	0.150642144	0.001396671	0.008015107	Ago3	FOXG1_unique
ENSMUSG00000028845	38.01957195	0.02718829	0.246742406	0.868920161	0.928748982	Tekt2	FOXG1_unique
ENSMUSG00000028848	473.0171279	0.058666691	0.100695103	0.541420107	0.701323577	Gpn2	FOXG1_unique
ENSMUSG00000028849	9214.76848	-0.021009148	0.086050969	0.794633732	0.884193937	Map7d1	FOXG1_unique
ENSMUSG00000028850	257.077177	-0.027047767	0.155371072	0.841905465	0.912598095	Gpatch3	FOXG1_unique
ENSMUSG00000028854	2260.076222	-0.618490785	0.102525779	3.53973E-10	1.30905E-08	Slc9a1	FOXG1_unique
ENSMUSG00000028857	3071.015655	0.291169924	0.109815492	0.004763222	0.02180969	Tmem222	FOXG1_unique
ENSMUSG00000028861	1270.847809	0.525989628	0.113257822	9.62455E-07	1.55383E-05	Mrps15	FOXG1_unique
ENSMUSG00000028863	4341.635457	-0.212385881	0.11679385	0.049791552	0.135873911	Meaf6	FOXG1_unique
ENSMUSG00000028864	124.3874159	-0.398847472	0.244585712	0.033471545	0.100435965	Hgf	FOXG1_unique
ENSMUSG00000028868	2110.748451	-0.189734371	0.076818224	0.010865938	0.042181358	Wasf2	FOXG1_unique
ENSMUSG00000028869	2713.594012	-0.069920808	0.083478098	0.387970446	0.56883773	Gnl2	FOXG1_unique
ENSMUSG00000028873	471.238347	0.305952153	0.146318202	0.019867196	0.067251256	Cdca8	FOXG1_unique
ENSMUSG00000028874	2.100163265	-0.157426293	0.376534531	0.050344685	.	Fgr	FOXG1_unique
ENSMUSG00000028876	822.3208733	-0.224967527	0.236408119	0.193307538	0.358819801	Epha10	FOXG1_unique
ENSMUSG00000028879	7305.777729	-0.026482988	0.099151352	0.775870913	0.871175217	Stx12	FOXG1_unique
ENSMUSG00000028882	3015.237246	0.141013317	0.088343674	0.098973014	0.224332186	Ppp1r8	FOXG1_unique
ENSMUSG00000028883	558.4176299	0.058195028	0.23301064	0.719557598	0.835347527	Sema3a	FOXG1_unique
ENSMUSG00000028884	856.835268	0.382417622	0.139407691	0.00259772	0.013317101	Rpa2	FOXG1_unique
ENSMUSG00000028886	1363.370344	-0.320070517	0.097406821	0.000568289	0.003800306	Eya3	FOXG1_unique
ENSMUSG00000028889	799.748086	-0.023103047	0.155612083	0.874979223	0.932067125	Yrdc	FOXG1_unique
ENSMUSG00000028893	5362.42874	0.475467143	0.226766029	0.008554294	0.03490214	Sesn2	FOXG1_unique
ENSMUSG00000028896	606.121623	-0.235188868	0.171527916	0.109482139	0.240989517	Rcc1	FOXG1_unique
ENSMUSG00000028898	1325.186307	0.264050766	0.097320799	0.004392628	0.020413159	Trnau1ap	FOXG1_unique
ENSMUSG00000028899	856.074072	-0.052262749	0.091101386	0.549553384	0.707948506	Taf12	FOXG1_unique
ENSMUSG00000028902	1666.128747	0.261681175	0.080885694	0.000789194	0.005018736	Sf3a3	FOXG1_unique
ENSMUSG00000028906	2351.376399	0.791765966	0.164120743	1.63614E-07	3.2196E-06	Epb41	FOXG1_unique
ENSMUSG00000028907	1161.664156	0.269441028	0.103181591	0.005825312	0.025695648	Utp11	FOXG1_unique
ENSMUSG00000028909	893.0836201	0.102652719	0.176206301	0.48695996	0.655359792	Ptpru	FOXG1_unique
ENSMUSG00000028910	770.4534519	0.328120536	0.09304204	0.000224434	0.001723534	Mecr	FOXG1_unique
ENSMUSG00000028911	2521.678065	0.054750138	0.097648348	0.557039426	0.713683612	Srsf4	FOXG1_unique
ENSMUSG00000028917	1974.081047	-0.010550736	0.10643866	0.898572756	0.944145249	Plekhm2	FOXG1_unique
ENSMUSG00000028919	1320.039674	-0.004748717	0.179931678	0.963451428	0.980611771	Arhgef19	FOXG1_unique
ENSMUSG00000028920	2281.773125	0.215240419	0.129804464	0.069167685	0.173274687	Fbxo42	FOXG1_unique
ENSMUSG00000028923	2152.07805	-0.084792763	0.145670131	0.514689523	0.678618966	Necap2	FOXG1_unique
ENSMUSG00000028926	4008.044556	-0.573857884	0.120256573	4.16853E-07	7.40995E-06	Cdk14	FOXG1_unique
ENSMUSG00000028927	571.328012	0.723079891	0.174658135	4.96489E-06	6.6032E-05	Padi2	FOXG1_unique
ENSMUSG00000028931	3009.96599	-1.358072609	0.19572898	2.65689E-13	1.79154E-11	Kcnab2	FOXG1_unique
ENSMUSG00000028932	5687.074711	-0.075187081	0.074167969	0.297585129	0.478639546	Psmc2	FOXG1_unique
ENSMUSG00000028936	8554.88955	-0.100865474	0.094685249	0.252764565	0.43018462	Rpl22	FOXG1_unique
ENSMUSG00000028937	11479.61877	-0.150406136	0.156664406	0.281011042	0.461390456	Acot7	FOXG1_unique
ENSMUSG00000028943	165.378603	0.344170818	0.197114881	0.035100619	0.104235234	Espn	FOXG1_unique
ENSMUSG00000028944	4325.214657	-0.197782449	0.090787339	0.023012081	0.075496496	Prkag2	FOXG1_unique
ENSMUSG00000028945	6099.821733	0.105298102	0.107582714	0.297199701	0.478209732	Rheb	FOXG1_unique
ENSMUSG00000028949	2327.482676	-0.581060757	0.201295999	0.000686479	0.004448038	Smarcd3	FOXG1_unique
ENSMUSG00000028954	4548.542369	0.153443324	0.089566652	0.074648119	0.18294417	Nub1	FOXG1_unique
ENSMUSG00000028955	4215.829045	0.387010135	0.147633141	0.003251315	0.016006533	Vamp3	FOXG1_unique
ENSMUSG00000028957	814.6452071	-0.09522898	0.173295955	0.517588965	0.68059719	Per3	FOXG1_unique
ENSMUSG00000028960	7209.43557	-0.161375034	0.106734675	0.108575209	0.239516904	Ube4b	FOXG1_unique
ENSMUSG00000028961	3674.165899	-0.011998217	0.111862115	0.908815762	0.950050853	Pgd	FOXG1_unique
ENSMUSG00000028962	2548.950698	-0.127533753	0.113780311	0.230945699	0.404274883	Slc4a2	FOXG1_unique
ENSMUSG00000028965	56.31855366	-0.478551656	0.462262968	0.03558248	0.105279801	Tnfrsf9	FOXG1_unique
ENSMUSG00000028973	1922.340065	-0.187885912	0.085351887	0.019534939	0.066359745	Abcb8	FOXG1_unique
ENSMUSG00000028974	1327.495442	0.275344879	0.185722039	0.074037352	0.182069243	Dffa	FOXG1_unique
ENSMUSG00000028977	66.23924698	0.561388001	0.34474037	0.016722347	0.058687778	Casz1	FOXG1_unique
ENSMUSG00000028979	37.43370765	0.008186261	0.24288107	0.961519994	0.979210139	Masp2	FOXG1_unique
ENSMUSG00000028980	1517.16544	0.237305556	0.15267908	0.079660846	0.192321191	H6pd	FOXG1_unique
ENSMUSG00000028982	915.2088947	0.120975721	0.102823209	0.214925165	0.385846749	Slc25a33	FOXG1_unique
ENSMUSG00000028986	4179.35924	-0.318855126	0.081159952	4.76244E-05	0.000464287	Klhl7	FOXG1_unique
ENSMUSG00000028988	3465.288355	-0.158743797	0.104075865	0.106308791	0.235906158	Ctnnbip1	FOXG1_unique
ENSMUSG00000028989	43.32599111	0.069017371	0.287059339	0.645177256	0.781982667	Angptl7	FOXG1_unique
ENSMUSG00000028990	2028.480595	0.140912223	0.095623851	0.121615377	0.259310043	Lzic	FOXG1_unique
ENSMUSG00000028991	3962.517115	0.048209369	0.12191907	0.668224015	0.799284745	Mtor	FOXG1_unique
ENSMUSG00000028995	3937.605329	-0.154022415	0.083885629	0.056916392	0.150524473	Fam126a	FOXG1_unique
ENSMUSG00000028996	1.612924161	0.032943108	0.323561836	0.619755718	.	Rbp7	FOXG1_unique
ENSMUSG00000028998	3331.604091	0.120048998	0.13741063	0.333319263	0.515774143	Tomm7	FOXG1_unique
ENSMUSG00000028999	961.5894243	-0.304964407	0.096996124	0.001076745	0.006463347	Rint1	FOXG1_unique
ENSMUSG00000029001	2180.593915	0.118054113	0.096745691	0.20015197	0.366912025	Fbxo44	FOXG1_unique
ENSMUSG00000029003	844.2507881	0.252379766	0.149823778	0.058147529	0.152662733	Mad2l2	FOXG1_unique
ENSMUSG00000029004	4210.285217	-0.084403184	0.12465709	0.41973206	0.598940105	Kmt2e	FOXG1_unique
ENSMUSG00000029007	986.7906104	-0.059413282	0.174948791	0.684895157	0.811093317	Agtrap	FOXG1_unique
ENSMUSG00000029009	1212.893887	-0.40050242	0.088917444	2.80756E-06	4.04805E-05	Mthfr	FOXG1_unique
ENSMUSG00000029012	1447.696388	0.094852467	0.107844452	0.351525894	0.533551475	Orc5	FOXG1_unique
ENSMUSG00000029014	1461.853468	0.107029362	0.081952544	0.177235938	0.338140695	Dnajc2	FOXG1_unique
ENSMUSG00000029016	3409.847925	0.169147643	0.14689279	0.196169492	0.362171457	Clcn6	FOXG1_unique
ENSMUSG00000029017	2527.154551	0.01948058	0.098580845	0.838017889	0.910090937	Pmpcb	FOXG1_unique
ENSMUSG00000029020	9214.946028	0.164756952	0.11814217	0.136101663	0.280314016	Mfn2	FOXG1_unique
ENSMUSG00000029022	897.0744984	0.027481039	0.095397119	0.76123919	0.862720049	Miip	FOXG1_unique
ENSMUSG00000029028	2626.090506	0.371021515	0.10689411	0.00023589	0.001793917	Lrrc47	FOXG1_unique
ENSMUSG00000029029	1260.665693	-0.139426544	0.128307046	0.236812907	0.411518624	Wrap73	FOXG1_unique
ENSMUSG00000029030	4794.242194	-0.129975877	0.097721114	0.146893023	0.295725181	Tprgl	FOXG1_unique
ENSMUSG00000029033	7426.584218	-0.381685355	0.161496816	0.007217105	0.030498184	Acap3	FOXG1_unique
ENSMUSG00000029034	1614.260616	0.090270244	0.118088688	0.411995781	0.591805147	Ints11	FOXG1_unique
ENSMUSG00000029036	2807.624622	0.015742261	0.104749296	0.875285777	0.932197324	Atad3a	FOXG1_unique
ENSMUSG00000029038	3110.24431	0.254012122	0.070789964	0.000209401	0.001627965	Ssu72	FOXG1_unique
ENSMUSG00000029047	517.6727202	0.217988415	0.111781687	0.039301842	0.113613402	Pex10	FOXG1_unique
ENSMUSG00000029048	3946.966778	0.086864252	0.069437115	0.197854967	0.363921452	Rer1	FOXG1_unique
ENSMUSG00000029050	10651.19869	-0.084380191	0.080315413	0.284140816	0.4645506	Ski	FOXG1_unique
ENSMUSG00000029053	5739.821446	0.1154148	0.183568419	0.445380117	0.620447926	Prkcz	FOXG1_unique
ENSMUSG00000029055	2832.37009	-1.471176012	0.172284651	9.46771E-19	1.71002E-16	Plch2	FOXG1_unique
ENSMUSG00000029056	1222.837205	0.118238799	0.082384018	0.129128734	0.270548437	Pank4	FOXG1_unique
ENSMUSG00000029060	4358.27942	0.158501102	0.122965955	0.163380376	0.319268272	Mib2	FOXG1_unique
ENSMUSG00000029061	144.2768201	-0.163705996	0.215042731	0.322368061	0.505247373	Mmp23	FOXG1_unique
ENSMUSG00000029062	3566.741465	0.207600766	0.067949128	0.001925411	0.010453337	Cdk11b	FOXG1_unique
ENSMUSG00000029064	28281.66094	-0.259419885	0.067277034	7.59314E-05	0.000690034	Gnb1	FOXG1_unique
ENSMUSG00000029066	2672.871679	0.161300974	0.084679794	0.048169291	0.132555652	Mrpl20	FOXG1_unique
ENSMUSG00000029068	3925.810846	-0.162412439	0.10591585	0.104489215	0.23306874	Ccnl2	FOXG1_unique
ENSMUSG00000029086	982.58185	0.075138822	0.184131537	0.623244864	0.76483372	Prom1	FOXG1_unique
ENSMUSG00000029088	344.9496466	0.200716937	0.242125357	0.24079871	0.415908223	Kcnip4	FOXG1_unique
ENSMUSG00000029089	425.3372395	0.153771369	0.133302725	0.206724261	0.375489366	Pacrgl	FOXG1_unique
ENSMUSG00000029090	2422.096139	-0.058108606	0.08557196	0.465832899	0.637302406	Adgra3	FOXG1_unique
ENSMUSG00000029092	11.96257669	-1.59486801	1.28581653	0.003179088	0.015708299	RP24-442E2.2	FOXG1_unique
ENSMUSG00000029093	4045.713842	-0.577383921	0.101216639	2.77887E-09	8.4787E-08	Sorcs2	FOXG1_unique
ENSMUSG00000029094	4238.974669	0.228515987	0.197515735	0.163909113	0.319957294	Afap1	FOXG1_unique
ENSMUSG00000029095	1107.296312	-0.245538023	0.163289658	0.089053238	0.208502078	Ablim2	FOXG1_unique
ENSMUSG00000029096	304.8183884	0.121053763	0.229033333	0.47009194	0.641146835	Htra3	FOXG1_unique
ENSMUSG00000029098	1336.336139	-0.29491691	0.083620713	0.000255267	0.001920341	Acox3	FOXG1_unique
ENSMUSG00000029101	2165.328732	0.535308689	0.177969356	0.000579467	0.003860821	Rgs12	FOXG1_unique
ENSMUSG00000029103	9768.869182	-0.254521388	0.115640439	0.018012728	0.062202026	Lrpap1	FOXG1_unique
ENSMUSG00000029104	4401.921473	-0.26530526	0.19498821	0.099658178	0.225526937	Htt	FOXG1_unique
ENSMUSG00000029106	14967.94835	-0.090272514	0.056435973	0.102756816	0.230277206	Add1	FOXG1_unique
ENSMUSG00000029108	3616.776889	0.105005003	0.18266329	0.475859803	0.645964834	Pcdh7	FOXG1_unique
ENSMUSG00000029110	6538.701736	0.126973392	0.098784135	0.183132249	0.346377845	Rnf4	FOXG1_unique
ENSMUSG00000029111	904.2221065	0.375047591	0.099864479	8.68135E-05	0.000770917	Nelfa	FOXG1_unique
ENSMUSG00000029112	2.500639249	-0.056774013	0.329929016	0.252684868	.	Nkx1-1	FOXG1_unique
ENSMUSG00000029120	14430.08078	-0.468782304	0.135089674	0.000167184	0.001349754	Ppp2r2c	FOXG1_unique
ENSMUSG00000029121	33885.49025	-0.551268456	0.148363264	4.82218E-05	0.000469431	Crmp1	FOXG1_unique
ENSMUSG00000029122	824.5514253	0.00705666	0.142854812	0.958629281	0.977641683	Evc	FOXG1_unique
ENSMUSG00000029123	1370.507737	1.473892932	0.131940031	3.10112E-30	2.09109E-27	Stk32b	FOXG1_unique
ENSMUSG00000029125	1276.855896	0.212787757	0.112232686	0.042948966	0.121717631	Stx18	FOXG1_unique
ENSMUSG00000029126	20766.01257	-0.126775289	0.121398755	0.259278729	0.437480141	Nsg1	FOXG1_unique
ENSMUSG00000029127	381.4148834	-0.115480395	0.131175752	0.335573411	0.518231508	Zbtb49	FOXG1_unique
ENSMUSG00000029128	2094.58271	0.321779617	0.128070121	0.006466182	0.027937716	Rab28	FOXG1_unique
ENSMUSG00000029130	850.7628625	-0.014869282	0.136186556	0.906370072	0.948376361	Rnf32	FOXG1_unique
ENSMUSG00000029131	4067.910945	-0.418832764	0.08994294	1.29052E-06	2.03634E-05	Dnajb6	FOXG1_unique
ENSMUSG00000029134	110.5834559	0.026804811	0.198099136	0.866336342	0.927500284	Plb1	FOXG1_unique
ENSMUSG00000029135	6031.097023	-1.733842217	0.178167692	7.31695E-24	2.69117E-21	Fosl2	FOXG1_unique
ENSMUSG00000029136	67.10055362	0.137126417	0.206140521	0.399728955	0.580273917	Rbks	FOXG1_unique
ENSMUSG00000029141	1099.064275	0.116792099	0.109398503	0.25644497	0.434256262	Slc4a1ap	FOXG1_unique
ENSMUSG00000029147	4660.87128	-0.1292474	0.085301903	0.115648387	0.249781254	Ppm1g	FOXG1_unique
ENSMUSG00000029148	4054.794351	0.470237558	0.095568119	2.86446E-07	5.31607E-06	Nrbp1	FOXG1_unique
ENSMUSG00000029149	20.04424608	-0.081651969	0.267026442	0.610859719	0.754907524	Krtcap3	FOXG1_unique
ENSMUSG00000029152	11745.52207	0.298135358	0.074997803	4.89045E-05	0.000475163	Ociad1	FOXG1_unique
ENSMUSG00000029153	2482.945277	-0.70680371	0.181366082	1.29116E-05	0.000151413	Ociad2	FOXG1_unique
ENSMUSG00000029154	6.920119414	-0.198587061	0.380370378	0.134116162	0.277698567	Cwh43	FOXG1_unique
ENSMUSG00000029155	42.46321656	0.366981258	0.366251311	0.079494608	0.192080318	Spata18	FOXG1_unique
ENSMUSG00000029161	1595.334667	-0.55062014	0.184204391	0.000631578	0.004137367	Cgref1	FOXG1_unique
ENSMUSG00000029162	250.3686381	0.380401372	0.183533003	0.015001527	0.054161321	Khk	FOXG1_unique
ENSMUSG00000029165	812.3928063	0.020759172	0.094221411	0.819098092	0.89855918	Agbl5	FOXG1_unique
ENSMUSG00000029166	5664.779122	-0.146356506	0.096475086	0.103241498	0.231074606	Mapre3	FOXG1_unique
ENSMUSG00000029167	1490.403256	0.027644498	0.111527058	0.793025798	0.882987608	Ppargc1a	FOXG1_unique
ENSMUSG00000029168	36640.42618	-0.498413572	0.136223911	7.04778E-05	0.000648633	Dpysl5	FOXG1_unique
ENSMUSG00000029169	4884.865746	-0.291861844	0.071118206	2.237E-05	0.000244079	Dhx15	FOXG1_unique
ENSMUSG00000029171	680.4118261	-0.141918072	0.126847271	0.223196216	0.394981678	Pgm1	FOXG1_unique
ENSMUSG00000029173	742.6581666	-0.099245921	0.090229036	0.25176425	0.429312906	Sepsecs	FOXG1_unique
ENSMUSG00000029174	1777.23036	-0.604258239	0.152536733	1.57332E-05	0.000179609	Tbc1d1	FOXG1_unique
ENSMUSG00000029175	1175.378738	-0.864254322	0.093125358	2.18218E-21	6.13102E-19	Slc35f6	FOXG1_unique
ENSMUSG00000029176	3183.982561	-0.005062816	0.071785732	0.881341965	0.934857459	Anapc4	FOXG1_unique
ENSMUSG00000029177	457.6807528	-0.271076214	0.269646397	0.147866727	0.296848791	Cenpa	FOXG1_unique
ENSMUSG00000029178	2611.397275	-0.244058291	0.131267913	0.040840915	0.117037948	Klf3	FOXG1_unique
ENSMUSG00000029179	444.0377847	-0.056327801	0.11761707	0.608771394	0.753615846	Zcchc4	FOXG1_unique
ENSMUSG00000029185	1734.289064	0.144911597	0.128351928	0.218467314	0.389887543	Fam114a1	FOXG1_unique
ENSMUSG00000029189	2555.510636	-0.107458489	0.184441883	0.477020355	0.646672347	Sel1l3	FOXG1_unique
ENSMUSG00000029190	4844.904548	0.142207019	0.143813907	0.267765166	0.446999815	AC167815.1	FOXG1_unique
ENSMUSG00000029191	2093.028128	-0.108994897	0.07646415	0.148138675	0.297144001	Rfc1	FOXG1_unique
ENSMUSG00000029192	4503.01594	-0.599062802	0.09918505	3.5241E-10	1.30566E-08	Tbc1d14	FOXG1_unique
ENSMUSG00000029193	6.599437805	-0.043637715	0.32116432	0.589848738	0.738597965	Cckar	FOXG1_unique
ENSMUSG00000029198	2811.847349	0.281754817	0.080248704	0.000259653	0.001943938	Grpel1	FOXG1_unique
ENSMUSG00000029199	1464.423208	0.088387273	0.093951581	0.33698367	0.519259801	Lias	FOXG1_unique
ENSMUSG00000029201	1716.946523	-0.255791335	0.090349885	0.003090392	0.01535254	Ugdh	FOXG1_unique
ENSMUSG00000029202	2224.744941	0.128540707	0.11405349	0.229264367	0.402132045	Pds5a	FOXG1_unique
ENSMUSG00000029203	5121.061485	0.052077747	0.066256815	0.444366237	0.619523807	Ube2k	FOXG1_unique
ENSMUSG00000029206	119.6522626	0.333110887	0.21874371	0.054632385	0.145898017	Nsun7	FOXG1_unique
ENSMUSG00000029207	2060.117691	0.061403533	0.104965574	0.558604026	0.714827989	Apbb2	FOXG1_unique
ENSMUSG00000029208	1637.124723	-0.214004077	0.109764628	0.037726978	0.110110957	Guf1	FOXG1_unique
ENSMUSG00000029209	1107.266553	-0.153764049	0.134578748	0.201801257	0.369132618	Gnpda2	FOXG1_unique
ENSMUSG00000029211	2329.952466	-1.050793965	0.130517449	7.75901E-17	9.87152E-15	Gabra4	FOXG1_unique
ENSMUSG00000029212	6315.326572	-1.160890835	0.201912092	4.9891E-10	1.77372E-08	Gabrb1	FOXG1_unique
ENSMUSG00000029213	2084.922962	0.060923232	0.070887801	0.379624266	0.561382029	Commd8	FOXG1_unique
ENSMUSG00000029217	330.9603243	-0.355693544	0.167941053	0.014884666	0.05385475	Tec	FOXG1_unique
ENSMUSG00000029221	4308.075526	0.669502901	0.119230672	3.57885E-09	1.06937E-07	Slc30a9	FOXG1_unique
ENSMUSG00000029227	3214.016676	0.132346925	0.104883345	0.193152711	0.358696979	Fip1l1	FOXG1_unique
ENSMUSG00000029228	332.2435788	0.999639087	0.242048003	2.78641E-06	4.02616E-05	Lnx1	FOXG1_unique
ENSMUSG00000029229	810.4089143	0.516245706	0.14698985	0.000122811	0.001036875	Chic2	FOXG1_unique
ENSMUSG00000029233	872.9117189	-0.083145602	0.109736199	0.420177758	0.599278554	Srd5a3	FOXG1_unique
ENSMUSG00000029234	2264.265622	-0.311441072	0.110098175	0.002211943	0.011707209	Tmem165	FOXG1_unique
ENSMUSG00000029236	5.973374556	0.037851367	0.314458017	0.698273712	0.820598461	Nmu	FOXG1_unique
ENSMUSG00000029238	2643.472333	0.161229347	0.128564436	0.17243235	0.332013516	Clock	FOXG1_unique
ENSMUSG00000029245	4056.356342	0.137656629	0.158429352	0.309006425	0.491235581	Epha5	FOXG1_unique
ENSMUSG00000029247	5093.257498	-0.042342909	0.086075701	0.609171971	0.7538858	Paics	FOXG1_unique
ENSMUSG00000029248	23.60710639	0.208672689	0.32049299	0.22652325	0.398672248	Thegl	FOXG1_unique
ENSMUSG00000029249	1040.842795	-0.195120039	0.113311933	0.065485383	0.166629409	Rest	FOXG1_unique
ENSMUSG00000029250	3899.483356	-0.202104512	0.066963501	0.001958379	0.010586865	Polr2b	FOXG1_unique
ENSMUSG00000029253	1086.493866	-0.113767517	0.098567177	0.243614014	0.419092389	Cenpc1	FOXG1_unique
ENSMUSG00000029263	804.5439502	0.18538459	0.085578053	0.022912289	0.075242321	Pigg	FOXG1_unique
ENSMUSG00000029265	2353.712685	-0.969550776	0.161296415	1.71547E-10	6.73829E-09	Dr1	FOXG1_unique
ENSMUSG00000029270	1462.696761	-0.341723617	0.129255427	0.00570237	0.025219335	Fam69a	FOXG1_unique
ENSMUSG00000029276	442.2219315	0.04638756	0.097308761	0.618223602	0.761325163	Glmn	FOXG1_unique
ENSMUSG00000029283	559.3040727	-0.3811293	0.180035275	0.012945886	0.048353457	Cdc7	FOXG1_unique
ENSMUSG00000029287	962.6343601	-0.053154415	0.157601875	0.696126374	0.818974259	Tgfbr3	FOXG1_unique
ENSMUSG00000029290	1346.601168	-0.127623327	0.082818631	0.111096965	0.243433763	Zfp326	FOXG1_unique
ENSMUSG00000029291	10265.21623	-0.268409206	0.119869591	0.015694145	0.055933992	Rufy3	FOXG1_unique
