.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	DIV11	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	FOXG1_unique
ENSMUSG00000025786	2606.724221	-0.220949845	0.078910076	0.004633341	0.021330874	Zdhhc3	chr9	123112716	123113048	DIV11	Promoter (<=1kb)	9	123100320	123112832	12513	2	ENSMUST00000130717	0	ENSMUSG00000025786	FOXG1_unique
ENSMUSG00000025787	5.108905275	-0.043747099	0.315481346	0.65617497	0.790152001	Tgm4	chr9	123066469	123066963	DIV11	5' UTR	9	123040432	123049035	8604	1	ENSMUST00000128572	26038	ENSMUSG00000025787	FOXG1_unique
ENSMUSG00000025789	5093.24212	-0.102044391	0.212529233	0.506632275	0.671603165	St8sia2	chr7	74001876	74002075	DIV11	Intron (ENSMUST00000026896/ENSMUSG00000025789, intron 1 of 5)	7	73939119	74013682	74564	2	ENSMUST00000026896	11607	ENSMUSG00000025789	FOXG1_unique
ENSMUSG00000025790	2916.583279	-0.922945105	0.125793607	2.34307E-14	1.92674E-12	Slco3a1	chr7	74239948	74240323	DIV11	Distal Intergenic	7	74331008	74347231	16224	2	ENSMUST00000142175	106908	ENSMUSG00000025790	FOXG1_unique
ENSMUSG00000025791	3558.315503	0.390085675	0.089863608	6.12066E-06	7.84631E-05	Pgm2	chr4	99953396	99953621	DIV11	Promoter (2-3kb)	4	99955744	99987294	31551	1	ENSMUST00000102783	-2123	ENSMUSG00000025791	FOXG1_unique
ENSMUSG00000025793	3.140336873	-0.292552761	0.511326539	0.028673665	.	Hgs	chr11	120467078	120468039	DIV11	Promoter (<=1kb)	11	120467635	120475319	7685	1	ENSMUST00000141826	0	ENSMUSG00000025793	FOXG1_unique
ENSMUSG00000025794	9421.622359	0.007689874	0.113032038	0.940127654	0.967267494	Rpl14	chr9	120569867	120570120	DIV11	Promoter (1-2kb)	9	120571517	120574653	3137	1	ENSMUST00000165532	-1397	ENSMUSG00000025794	FOXG1_unique
ENSMUSG00000025795	523.0082425	-0.944793893	0.181936328	2.22432E-08	5.36302E-07	Rassf3	chr10	121428409	121428672	DIV11	Intron (ENSMUST00000026902/ENSMUSG00000025795, intron 1 of 4)	10	121410350	121476250	65901	2	ENSMUST00000026902	47578	ENSMUSG00000025795	FOXG1_unique
ENSMUSG00000025804	2.638288142	-0.005724303	0.326070703	0.996666617	.	Ccr1	chr9	123923124	123924087	DIV11	Distal Intergenic	9	123962126	123968692	6567	2	ENSMUST00000026911	44605	ENSMUSG00000025804	FOXG1_unique
ENSMUSG00000025809	22239.59201	-0.422759425	0.102928593	1.3798E-05	0.000160322	Itgb1	chr8	128685976	128686298	DIV11	Promoter (<=1kb)	8	128685870	128710660	24791	1	ENSMUST00000135281	107	ENSMUSG00000025809	FOXG1_unique
ENSMUSG00000025810	4591.618546	-0.610074938	0.162828325	3.38681E-05	0.000348483	Nrp1	chr8	128356538	128357107	DIV11	Promoter (1-2kb)	8	128359073	128505462	146390	1	ENSMUST00000026917	-1966	ENSMUSG00000025810	FOXG1_unique
ENSMUSG00000025812	1892.584925	0.036630715	0.081728385	0.65281288	0.787509795	Pard3	chr8	127063569	127063806	DIV11	Promoter (<=1kb)	8	127063893	127611970	548078	1	ENSMUST00000162309	-87	ENSMUSG00000025812	FOXG1_unique
ENSMUSG00000025813	2574.336773	-0.706845447	0.171442662	5.82151E-06	7.52481E-05	Homer2	chr7	81689219	81689534	DIV11	Intron (ENSMUST00000098326/ENSMUSG00000025813, intron 1 of 8)	7	81600481	81692965	92485	2	ENSMUST00000098326	3431	ENSMUSG00000025813	FOXG1_unique
ENSMUSG00000025815	248.2343763	-0.189942536	0.141871598	0.136777916	0.281244203	Dhtkd1	chr2	5942323	5942815	DIV11	Promoter (<=1kb)	2	5896115	5942792	46678	2	ENSMUST00000095147	0	ENSMUSG00000025815	FOXG1_unique
ENSMUSG00000025817	1027.555361	-0.108414837	0.118192063	0.312083981	0.494605677	Nudt5	chr2	5844616	5845625	DIV11	Promoter (<=1kb)	2	5845019	5871895	26877	1	ENSMUST00000026927	0	ENSMUSG00000025817	FOXG1_unique
ENSMUSG00000025821	1890.253463	-0.169987552	0.101597492	0.07821576	0.189561803	Zfp282	chr6	47877197	47877865	DIV11	Promoter (<=1kb)	6	47877204	47908485	31282	1	ENSMUST00000061890	0	ENSMUSG00000025821	FOXG1_unique
ENSMUSG00000025823	4982.203225	-0.513374297	0.143445167	8.98498E-05	0.000793007	Pdia4	chr6	47813166	47813389	DIV11	Promoter (<=1kb)	6	47796142	47813512	17371	2	ENSMUST00000077290	123	ENSMUSG00000025823	FOXG1_unique
ENSMUSG00000025825	2142.553007	0.234670069	0.134222861	0.053457564	0.143325786	Iscu	chr5	113773599	113774069	DIV11	Promoter (<=1kb)	5	113773847	113777841	3995	1	ENSMUST00000145592	0	ENSMUSG00000025825	FOXG1_unique
ENSMUSG00000025854	3845.042556	-0.142837982	0.103109914	0.165450156	0.322095198	Fam20c	chr5	138703260	138703444	DIV11	Distal Intergenic	5	138754514	138810077	55564	1	ENSMUST00000026972	-51070	ENSMUSG00000025854	FOXG1_unique
ENSMUSG00000025855	16084.03967	0.036308779	0.145039068	0.77844571	0.872903451	Prkar1b	chr5	139149821	139150466	DIV11	Promoter (<=1kb)	5	139108511	139150001	41491	2	ENSMUST00000155833	0	ENSMUSG00000025855	FOXG1_unique
ENSMUSG00000025856	3373.154735	-0.182950766	0.123631101	0.11457981	0.248454816	Pdgfa	chr5	138912353	138912597	DIV11	Distal Intergenic	5	138977145	138994281	17137	2	ENSMUST00000144934	81684	ENSMUSG00000025856	FOXG1_unique
ENSMUSG00000025858	2168.92654	-0.083865828	0.083556602	0.298447858	0.479493426	Get4	chr5	139251909	139252251	DIV11	Promoter (<=1kb)	5	139252324	139270051	17728	1	ENSMUST00000026976	-73	ENSMUSG00000025858	FOXG1_unique
ENSMUSG00000025867	28438.32118	-0.755958228	0.180668307	4.75647E-06	6.35946E-05	Cplx2	chr13	54303207	54304069	DIV11	Distal Intergenic	13	54371349	54383917	12569	1	ENSMUST00000026985	-67280	ENSMUSG00000025867	FOXG1_unique
ENSMUSG00000025868	4233.604326	0.276202025	0.112187029	0.008609243	0.03502743	Higd2a	chr13	54590302	54590889	DIV11	Promoter (<=1kb)	13	54590207	54591158	952	1	ENSMUST00000026986	96	ENSMUSG00000025868	FOXG1_unique
ENSMUSG00000025869	1254.628038	-0.078896435	0.102279534	0.417850394	0.597363648	Nop16	chr13	54589848	54590083	DIV11	Promoter (<=1kb)	13	54585239	54589976	4738	2	ENSMUST00000149462	0	ENSMUSG00000025869	FOXG1_unique
ENSMUSG00000025870	1392.245048	-0.532388297	0.181484965	0.000760311	0.004853368	Arl10	chr13	54575044	54575554	DIV11	Promoter (<=1kb)	13	54575047	54579016	3970	1	ENSMUST00000156024	0	ENSMUSG00000025870	FOXG1_unique
ENSMUSG00000025871	5703.666332	0.384976594	0.16344263	0.007346875	0.030949589	RP23-452K4.2	chr13	54565346	54565630	DIV11	Promoter (<=1kb)	13	54561693	54565356	3664	2	ENSMUST00000132136	0	ENSMUSG00000025871	FOXG1_unique
ENSMUSG00000025872	1513.493879	-0.684792551	0.119652931	1.40834E-09	4.60993E-08	Thoc3	chr13	54468792	54469036	DIV11	Promoter (<=1kb)	13	54467804	54468826	1023	2	ENSMUST00000135404	0	ENSMUSG00000025872	FOXG1_unique
ENSMUSG00000025873	3637.873208	-0.046914202	0.083888612	0.56711243	0.721335347	Faf2	chr13	54621548	54622103	DIV11	Promoter (<=1kb)	13	54621784	54664068	42285	1	ENSMUST00000126071	0	ENSMUSG00000025873	FOXG1_unique
ENSMUSG00000025875	1295.751823	0.330160372	0.131224215	0.005996612	0.026285042	Tspan17	chr13	54789088	54789272	DIV11	Promoter (<=1kb)	13	54789377	54796776	7400	1	ENSMUST00000026993	-105	ENSMUSG00000025875	FOXG1_unique
ENSMUSG00000025876	2837.91757	-1.785867376	0.192501698	1.03894E-21	3.13681E-19	Unc5a	chr13	54950257	54950473	DIV11	Promoter (<=1kb)	13	54949411	55006018	56608	1	ENSMUST00000109994	847	ENSMUSG00000025876	FOXG1_unique
ENSMUSG00000025878	703.3703887	0.193327686	0.115106738	0.072212821	0.178712156	Uimc1	chr13	55100329	55100586	DIV11	Promoter (<=1kb)	13	55028295	55100300	72006	2	ENSMUST00000099496	-30	ENSMUSG00000025878	FOXG1_unique
ENSMUSG00000025880	529.5282995	0.211707214	0.241236832	0.217314552	0.3885212	Smad7	chr18	75367841	75368315	DIV11	Promoter (<=1kb)	18	75367529	75395935	28407	1	ENSMUST00000026999	313	ENSMUSG00000025880	FOXG1_unique
ENSMUSG00000025885	2303.32277	-1.102004518	0.230043207	8.55923E-08	1.82799E-06	Myo5b	chr18	74443412	74443596	DIV11	Promoter (<=1kb)	18	74442607	74770805	328199	1	ENSMUST00000121875	806	ENSMUSG00000025885	FOXG1_unique
ENSMUSG00000025887	493.3756917	-0.526527474	0.288182003	0.013288266	0.049295494	Casp12	chr9	5449449	5449789	DIV11	Distal Intergenic	9	5345504	5358823	13320	1	ENSMUST00000151332	103946	ENSMUSG00000025887	FOXG1_unique
ENSMUSG00000025889	22635.69894	-1.196149525	0.162660559	1.5942E-14	1.36072E-12	Snca	chr6	60711316	60711995	DIV11	Distal Intergenic	6	60731573	60828996	97424	2	ENSMUST00000114268	117001	ENSMUSG00000025889	FOXG1_unique
ENSMUSG00000025892	3392.455255	0.183663245	0.192578483	0.231741853	0.405247748	Gria4	chr9	4636948	4637132	DIV11	Intron (ENSMUST00000027020/ENSMUSG00000025892, intron 4 of 16)	9	4417899	4796234	378336	2	ENSMUST00000027020	159102	ENSMUSG00000025892	FOXG1_unique
ENSMUSG00000025893	283.2832524	0.025883229	0.129017521	0.824972785	0.901830557	Kbtbd3	chr9	4309012	4310291	DIV11	Promoter (<=1kb)	9	4309743	4331721	21979	1	ENSMUST00000049648	0	ENSMUSG00000025893	FOXG1_unique
ENSMUSG00000025898	664.5045452	-0.173580517	0.125983808	0.136286975	0.280548408	Cwf19l2	chr9	3403185	3403517	DIV11	Promoter (<=1kb)	9	3404085	3479236	75152	1	ENSMUST00000027027	-568	ENSMUSG00000025898	FOXG1_unique
ENSMUSG00000025899	1334.93196	-0.762953887	0.097285026	6.74487E-16	7.21915E-14	Alkbh8	chr9	3335054	3335486	DIV11	Promoter (<=1kb)	9	3335478	3387050	51573	1	ENSMUST00000053407	0	ENSMUSG00000025899	FOXG1_unique
ENSMUSG00000025900	35.55198916	-0.000770656	0.259449157	0.994345412	0.996642685	Rp1	chr1	4088468	4088652	DIV11	Distal Intergenic	1	4343507	4360314	16808	2	ENSMUST00000027032	271662	ENSMUSG00000025900	FOXG1_unique
ENSMUSG00000025903	1051.237254	-0.364253255	0.153290497	0.007597006	0.031752031	Lypla1	chr1	4801041	4801225	DIV11	Distal Intergenic	1	4807788	4848410	40623	1	ENSMUST00000134384	-6563	ENSMUSG00000025903	FOXG1_unique
ENSMUSG00000025907	2917.325258	0.173039622	0.129017973	0.146090489	0.29461315	Rb1cc1	chr1	6064193	6064578	DIV11	Distal Intergenic	1	6206197	6234311	28115	1	ENSMUST00000159906	-141619	ENSMUSG00000025907	FOXG1_unique
ENSMUSG00000025909	360.8870568	-0.571846872	0.312072255	0.010184653	0.040106161	Sntg1	chr1	9208830	9209179	DIV11	Intron (ENSMUST00000132064/ENSMUSG00000025909, intron 1 of 19)	1	8950572	9298236	347665	2	ENSMUST00000126083	89057	ENSMUSG00000025909	FOXG1_unique
ENSMUSG00000025916	60.23513275	1.185623448	0.483043533	0.000729713	0.004690618	Ppp1r42	chr1	10008662	10008920	DIV11	Promoter (<=1kb)	1	9968825	10009130	40306	2	ENSMUST00000130102	210	ENSMUSG00000025916	FOXG1_unique
ENSMUSG00000025917	5956.217768	-0.104505699	0.100900195	0.23507823	0.409348155	Cops5	chr1	10037084	10037268	DIV11	Promoter (<=1kb)	1	10030920	10037938	7019	2	ENSMUST00000139578	670	ENSMUSG00000025917	FOXG1_unique
ENSMUSG00000025920	5411.261446	0.146255637	0.129854291	0.251677268	0.429221245	Stau2	chr1	16519375	16519600	DIV11	Promoter (<=1kb)	1	16345594	16519307	173714	2	ENSMUST00000149320	-69	ENSMUSG00000025920	FOXG1_unique
ENSMUSG00000025921	2966.545378	-0.106071067	0.137586405	0.394559287	0.575165761	Rdh10	chr1	16105510	16105694	DIV11	Promoter (<=1kb)	1	16105774	16133734	27961	1	ENSMUST00000027053	-80	ENSMUSG00000025921	FOXG1_unique
ENSMUSG00000025925	370.6863439	0.463955518	0.142302626	0.000363998	0.002600042	Terf1	chr1	15792030	15792214	DIV11	Distal Intergenic	1	15805658	15843428	37771	1	ENSMUST00000027057	-13444	ENSMUSG00000025925	FOXG1_unique
ENSMUSG00000025927	32.80170123	0.190425042	0.368866828	0.162352348	0.317684819	Tfap2b	chr1	19309143	19309327	DIV11	Distal Intergenic	1	19212054	19238734	26681	1	ENSMUST00000064976	97090	ENSMUSG00000025927	FOXG1_unique
ENSMUSG00000025930	135.1547793	-0.426713279	0.174225078	0.004908824	0.022314741	Msc	chr1	14755475	14756069	DIV11	Promoter (<=1kb)	1	14753346	14755966	2621	2	ENSMUST00000027062	0	ENSMUSG00000025930	FOXG1_unique
ENSMUSG00000025931	3371.248499	-0.004934993	0.137175571	0.983771899	0.990986531	Paqr8	chr1	20876843	20877143	DIV11	Distal Intergenic	1	20890622	20938755	48134	1	ENSMUST00000068880	-13479	ENSMUSG00000025931	FOXG1_unique
ENSMUSG00000025932	683.4871927	-0.552431834	0.238151202	0.003700826	0.017807803	Eya1	chr1	14309636	14310144	DIV11	Promoter (<=1kb)	1	14168959	14310199	141241	2	ENSMUST00000168081	55	ENSMUSG00000025932	FOXG1_unique
ENSMUSG00000025933	1016.902166	-0.177252919	0.103075177	0.065784564	0.167180381	Tmem14a	chr1	21166333	21166792	DIV11	Distal Intergenic	1	21218575	21230167	11593	1	ENSMUST00000027065	-51783	ENSMUSG00000025933	FOXG1_unique
ENSMUSG00000025934	486.9542588	-0.231681697	0.22227679	0.161848432	0.317066814	Gsta3	chr1	21253122	21253306	DIV11	Intron (ENSMUST00000027067/ENSMUSG00000025934, intron 2 of 6)	1	21240629	21262924	22296	1	ENSMUST00000124990	12494	ENSMUSG00000025934	FOXG1_unique
ENSMUSG00000025937	746.2609615	-0.000155257	0.164451238	0.999284183	0.999531237	Lactb2	chr1	13614615	13614905	DIV11	Distal Intergenic	1	13629995	13638411	8417	2	ENSMUST00000156222	23506	ENSMUSG00000025937	FOXG1_unique
ENSMUSG00000025938	495.7471439	-1.645283165	0.241977179	8.12546E-13	4.99604E-11	Slco5a1	chr1	12836728	12836927	DIV11	Intron (ENSMUST00000177608/ENSMUSG00000016918, intron 13 of 21)	1	12881330	12925043	43714	2	ENSMUST00000133201	88116	ENSMUSG00000025938	FOXG1_unique
ENSMUSG00000025939	2229.14756	-0.693679523	0.114196744	2.10643E-10	8.16301E-09	Ube2w	chr1	16586095	16586279	DIV11	Exon (ENSMUST00000133639/ENSMUSG00000025939, exon 3 of 6)	1	16581936	16619259	37324	2	ENSMUST00000133639	32980	ENSMUSG00000025939	FOXG1_unique
ENSMUSG00000025940	1684.684381	-0.116590558	0.075954723	0.113874448	0.247615415	Tmem70	chr1	16664936	16665385	DIV11	Promoter (<=1kb)	1	16665207	16678195	12989	1	ENSMUST00000177501	0	ENSMUSG00000025940	FOXG1_unique
ENSMUSG00000025946	201.1446588	-1.050963327	0.27935093	1.34177E-05	0.000156442	Pth2r	chr1	65280486	65280671	DIV11	Promoter (1-2kb)	1	65282056	65345341	63286	1	ENSMUST00000140190	-1385	ENSMUSG00000025946	FOXG1_unique
ENSMUSG00000025949	1579.704389	-0.295239675	0.137564977	0.018306158	0.062989502	Pikfyve	chr1	65188881	65189205	DIV11	Promoter (2-3kb)	1	65186750	65274012	87263	1	ENSMUST00000097707	2132	ENSMUSG00000025949	FOXG1_unique
ENSMUSG00000025950	9677.167163	-0.808771388	0.149679731	7.22751E-09	1.9839E-07	Idh1	chr1	65178772	65179556	DIV11	Promoter (<=1kb)	1	65158616	65179181	20566	2	ENSMUST00000097709	0	ENSMUSG00000025950	FOXG1_unique
ENSMUSG00000025956	719.8316194	-0.013152382	0.105059335	0.894314441	0.942391354	Mettl21a	chr1	64580352	64580824	DIV11	Intron (ENSMUST00000049932/ENSMUSG00000025958, intron 8 of 8)	1	64607956	64615631	7676	2	ENSMUST00000162806	34807	ENSMUSG00000025956	FOXG1_unique
ENSMUSG00000025958	1763.523899	-0.05614668	0.086917743	0.500122987	0.666380445	Creb1	chr1	64548012	64548216	DIV11	Intron (ENSMUST00000049932/ENSMUSG00000025958, intron 1 of 8)	1	64532804	64604547	71744	1	ENSMUST00000171164	15209	ENSMUSG00000025958	FOXG1_unique
ENSMUSG00000025959	6034.690806	-0.742628264	0.139577371	8.49614E-09	2.27942E-07	Klf7	chr1	64102193	64102419	DIV11	Intron (ENSMUST00000114086/ENSMUSG00000025959, intron 1 of 3)	1	64035675	64121389	85715	2	ENSMUST00000055001	18970	ENSMUSG00000025959	FOXG1_unique
ENSMUSG00000025961	9.222745667	0.032483772	0.298537829	0.796423893	0.885244597	RP23-132J5.2	chr1	63769795	63769979	DIV11	Promoter (<=1kb)	1	63754907	63769267	14361	2	ENSMUST00000027102	-529	ENSMUSG00000025961	FOXG1_unique
ENSMUSG00000025962	707.9790213	-0.077633359	0.092099891	0.381766867	0.563294089	Fastkd2	chr1	63730200	63730913	DIV11	Promoter (<=1kb)	1	63730614	63754655	24042	1	ENSMUST00000027103	0	ENSMUSG00000025962	FOXG1_unique
ENSMUSG00000025963	84.84760444	0.413807891	0.260213443	0.033736646	0.101044579	Mdh1b	chr1	63720294	63720478	DIV11	Intron (ENSMUST00000114094/ENSMUSG00000025963, intron 4 of 10)	1	63698819	63730318	31500	2	ENSMUST00000114094	9840	ENSMUSG00000025963	FOXG1_unique
ENSMUSG00000025964	4300.330756	-0.794839869	0.244666468	0.000132555	0.001107122	Adam23	chr1	63417943	63418290	DIV11	Distal Intergenic	1	63445891	63573217	127327	1	ENSMUST00000114103	-27601	ENSMUSG00000025964	FOXG1_unique
ENSMUSG00000025967	8994.293716	-0.116400902	0.100422099	0.221431597	0.392993488	Eef1b2	chr1	63176254	63177347	DIV11	Promoter (<=1kb)	1	63176825	63180486	3662	1	ENSMUST00000129339	0	ENSMUSG00000025967	FOXG1_unique
ENSMUSG00000025969	20153.44137	-1.34990234	0.187696826	3.16598E-14	2.52144E-12	Nrp2	chr1	62696947	62697448	DIV11	Distal Intergenic	1	62703285	62739932	36648	1	ENSMUST00000126344	-5837	ENSMUSG00000025969	FOXG1_unique
ENSMUSG00000025971	758.5383054	0.270727009	0.091086779	0.001922857	0.010442274	Maip1	chr1	57405729	57405932	DIV11	Promoter (<=1kb)	1	57406328	57417953	11626	1	ENSMUST00000027114	-396	ENSMUSG00000025971	FOXG1_unique
ENSMUSG00000025977	1.349447923	0.014558721	0.328114387	0.377504322	.	Boll	chr1	55285317	55285501	DIV11	Intron (ENSMUST00000161810/ENSMUSG00000025977, intron 1 of 2)	1	55248658	55300178	51521	2	ENSMUST00000161810	14677	ENSMUSG00000025977	FOXG1_unique
ENSMUSG00000025978	727.5144094	-0.060342098	0.182670722	0.686421068	0.812119065	Rftn2	chr1	55200593	55200792	DIV11	Intron (ENSMUST00000027121/ENSMUSG00000025978, intron 5 of 8)	1	55203945	55206489	2545	2	ENSMUST00000133294	5697	ENSMUSG00000025978	FOXG1_unique
ENSMUSG00000025979	3154.123108	0.018221951	0.076777693	0.817814197	0.897740579	Mob4	chr1	55130737	55131197	DIV11	Promoter (<=1kb)	1	55131231	55153938	22708	1	ENSMUST00000159311	-34	ENSMUSG00000025979	FOXG1_unique
ENSMUSG00000025980	12098.1714	-0.196140125	0.097477338	0.034443275	0.102735625	Hspd1	chr1	55087922	55088128	DIV11	Promoter (<=1kb)	1	55077835	55088024	10190	2	ENSMUST00000027123	0	ENSMUSG00000025980	FOXG1_unique
ENSMUSG00000025981	1382.098893	-0.130325046	0.113423703	0.218152346	0.389531628	Coq10b	chr1	55053192	55053377	DIV11	Promoter (<=1kb)	1	55052770	55072701	19932	1	ENSMUST00000087617	423	ENSMUSG00000025981	FOXG1_unique
ENSMUSG00000025982	9497.325419	-0.191053562	0.086868702	0.021267324	0.071039745	Sf3b1	chr1	54983300	54983626	DIV11	Downstream (1-2kb)	1	54985169	55027478	42310	2	ENSMUST00000027127	43852	ENSMUSG00000025982	FOXG1_unique
ENSMUSG00000025983	14.44413375	0.285636772	0.362257872	0.130970154	0.273336149	Ccdc150	chr1	54250392	54250630	DIV11	Promoter (<=1kb)	1	54250683	54278961	28279	1	ENSMUST00000161988	-53	ENSMUSG00000025983	FOXG1_unique
ENSMUSG00000025986	2746.137642	-0.552008136	0.142661924	2.40242E-05	0.000259331	Slc39a10	chr1	46853341	46853590	DIV11	Promoter (<=1kb)	1	46807544	46854046	46503	2	ENSMUST00000027131	456	ENSMUSG00000025986	FOXG1_unique
ENSMUSG00000025991	44.45786819	0.227975168	0.328558083	0.198327359	0.364458952	Cps1	chr1	67172962	67173225	DIV11	Intron (ENSMUST00000027144/ENSMUSG00000025991, intron 18 of 37)	1	67123026	67231259	108234	1	ENSMUST00000027144	49937	ENSMUSG00000025991	FOXG1_unique
ENSMUSG00000025995	1482.908884	-0.323954384	0.085566977	8.45384E-05	0.00075569	Wdr75	chr1	45794837	45795650	DIV11	Promoter (<=1kb)	1	45795166	45823619	28454	1	ENSMUST00000027139	0	ENSMUSG00000025995	FOXG1_unique
ENSMUSG00000025997	330.5512633	-0.267064729	0.206316553	0.105211896	0.234203035	Ikzf2	chr1	69429644	69429869	DIV11	Distal Intergenic	1	69531214	69685960	154747	2	ENSMUST00000027146	256091	ENSMUSG00000025997	FOXG1_unique
ENSMUSG00000026000	4931.465297	0.346835227	0.112692523	0.001079378	0.006473389	Lancl1	chr1	66987405	66987629	DIV11	Distal Intergenic	1	67007018	67021065	14048	2	ENSMUST00000133508	33436	ENSMUSG00000026000	FOXG1_unique
ENSMUSG00000026004	426.4196863	0.116359188	0.131081062	0.33498453	0.517560562	Kansl1l	chr1	66803446	66803675	DIV11	Promoter (2-3kb)	1	66719248	66801210	81963	2	ENSMUST00000129190	-2237	ENSMUSG00000026004	FOXG1_unique
ENSMUSG00000026005	1330.29652	-0.103084618	0.09203273	0.242262822	0.417680785	Rpe	chr1	66701397	66701627	DIV11	Promoter (<=1kb)	1	66700831	66719805	18975	1	ENSMUST00000142920	567	ENSMUSG00000026005	FOXG1_unique
ENSMUSG00000026009	1.565836505	0.00010746	0.323474357	0.996236298	.	Icos	chr1	60971939	60972123	DIV11	Distal Intergenic	1	60977927	60995797	17871	1	ENSMUST00000027162	-5804	ENSMUSG00000026009	FOXG1_unique
ENSMUSG00000026011	2.069173337	-0.020792969	0.327085796	0.675701012	.	Ctla4	chr1	60860315	60861128	DIV11	Distal Intergenic	1	60887000	60912716	25717	1	ENSMUST00000124816	-25872	ENSMUSG00000026011	FOXG1_unique
ENSMUSG00000026012	18.05348382	-1.430420993	0.73035916	0.002215333	0.011718484	Cd28	chr1	60716641	60716873	DIV11	Promoter (<=1kb)	1	60716800	60763163	46364	1	ENSMUST00000132833	0	ENSMUSG00000026012	FOXG1_unique
ENSMUSG00000026014	4060.02665	-1.54692124	0.205568317	3.58451E-15	3.38837E-13	Raph1	chr1	60564117	60564380	DIV11	Promoter (2-3kb)	1	60483236	60566765	83530	2	ENSMUST00000027168	2385	ENSMUSG00000026014	FOXG1_unique
ENSMUSG00000026017	600.4104626	-0.070083581	0.10096517	0.45798379	0.631186408	Carf	chr1	60097427	60098364	DIV11	Promoter (<=1kb)	1	60098247	60151032	52786	1	ENSMUST00000130075	0	ENSMUSG00000026017	FOXG1_unique
ENSMUSG00000026020	2868.957744	0.108608743	0.127747276	0.340654808	0.522893127	Nop58	chr1	59684956	59685256	DIV11	Promoter (<=1kb)	1	59685006	59711510	26505	1	ENSMUST00000027174	0	ENSMUSG00000026020	FOXG1_unique
ENSMUSG00000026021	3344.071193	0.411680715	0.10640061	4.77134E-05	0.000464929	Sumo1	chr1	59653038	59653273	DIV11	Intron (ENSMUST00000091374/ENSMUSG00000026021, intron 2 of 4)	1	59639434	59670834	31401	2	ENSMUST00000091374	17561	ENSMUSG00000026021	FOXG1_unique
ENSMUSG00000026023	46.88988433	0.108603781	0.287084202	0.492891502	0.660071071	Cdk15	chr1	59297719	59297943	DIV11	Promoter (<=1kb)	1	59298936	59352448	53513	1	ENSMUST00000162906	-993	ENSMUSG00000026023	FOXG1_unique
ENSMUSG00000026024	2780.601678	-0.101180157	0.135346688	0.41689359	0.596501658	Als2	chr1	59237299	59237600	DIV11	Promoter (<=1kb)	1	59191609	59237231	45623	2	ENSMUST00000159166	-69	ENSMUSG00000026024	FOXG1_unique
ENSMUSG00000026028	3343.994369	0.236114549	0.108430645	0.021337512	0.071191906	Trak2	chr1	58887873	58888196	DIV11	Distal Intergenic	1	58903672	58907212	3541	2	ENSMUST00000172685	19016	ENSMUSG00000026028	FOXG1_unique
