geneId	Chrom	Start	End	cluster_1	annotation	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000027901	chr3	106481985	106485913	cluster_5	Promoter (<=1kb)	22.24638431	0.309793287	0.359434324	0.114718701	0.248622734	Dennd2d
ENSMUSG00000027901	chr3	106482430	106503030	cluster_5	Promoter (<=1kb)	22.24638431	0.309793287	0.359434324	0.114718701	0.248622734	Dennd2d
ENSMUSG00000027902	chr3	106387383	106406182	cluster_5	Promoter (<=1kb)	1.842496767	-0.051280593	0.3299617	0.403192411	.	Chil6
ENSMUSG00000027907	chr3	93520495	93526288	cluster_5	Promoter (<=1kb)	7444.610886	-0.310243579	0.173363881	0.034564082	0.103020012	S100a11
ENSMUSG00000027912	chr3	93017806	93019060	cluster_5	Promoter (<=1kb)	2.19750865	-0.000449372	0.326351369	0.992876472	.	Lce1m
ENSMUSG00000027913	chr3	93014204	93015686	cluster_5	Promoter (<=1kb)	54.66478254	-1.294010849	0.760989372	0.002858225	0.014405513	Crct1
ENSMUSG00000027919	chr3	92750150	92752338	cluster_5	Promoter (<=1kb)	20.11745224	-0.165780745	0.370067395	0.115131059	0.249116076	Lce1g
ENSMUSG00000027938	chr3	90237497	90242550	cluster_5	Promoter (<=1kb)	29.44490604	0.064311788	0.265288898	0.690597752	0.814868288	Creb3l4
ENSMUSG00000027939	chr3	90104131	90212017	cluster_5	Promoter (<=1kb)	45.28280462	-0.024729554	0.231217871	0.87846916	0.933621553	Nup210l
ENSMUSG00000027940	chr3	90072650	90100902	cluster_5	Promoter (<=1kb)	12523.62031	0.055893803	0.08700811	0.506623917	0.671603165	Tpm3
ENSMUSG00000027952	chr3	89454540	89469009	cluster_5	Promoter (<=1kb)	3295.938019	0.051228487	0.144870104	0.659277803	0.79250859	Pmvk
ENSMUSG00000027959	chr3	116581335	116614587	cluster_5	Promoter (<=1kb)	246.5236071	0.431983816	0.234479212	0.018788332	0.064401736	Sass6
ENSMUSG00000027961	chr3	116562972	116583134	cluster_5	Promoter (<=1kb)	6.289186465	-0.04162792	0.314406281	0.678142831	0.806380868	Lrrc39
ENSMUSG00000027962	chr3	116110019	116129688	cluster_5	Promoter (<=1kb)	7559.232022	-0.618986265	0.215396479	0.000685951	0.004446046	Vcam1
ENSMUSG00000027965	chr3	114863252	115027151	cluster_5	Promoter (<=1kb)	163.1687078	1.439824254	0.384760562	5.56164E-06	7.25847E-05	Olfm3
ENSMUSG00000027965	chr3	114904077	115125764	cluster_5	Promoter (<=1kb)	163.1687078	1.439824254	0.384760562	5.56164E-06	7.25847E-05	Olfm3
ENSMUSG00000027993	chr3	84349375	84379921	cluster_5	Distal Intergenic	12630.2287	-0.082680324	0.12351053	0.508346084	0.67316404	Trim2
ENSMUSG00000027995	chr3	83836271	83841608	cluster_5	Promoter (<=1kb)	256.563611	-0.099219876	0.26816383	0.520567353	0.682826934	Tlr2
ENSMUSG00000027996	chr3	83766320	83774314	cluster_5	Promoter (<=1kb)	161.4074526	0.371850855	0.275550292	0.057758254	0.151936504	Sfrp2
ENSMUSG00000027997	chr3	129901414	129914112	cluster_5	Promoter (<=1kb)	434.0566955	0.020815363	0.171486533	0.890307108	0.940176576	Casp6
ENSMUSG00000027999	chr3	129878605	129895825	cluster_5	Promoter (<=1kb)	1563.85932	0.262961047	0.090460913	0.002389983	0.01246088	Pla2g12a
ENSMUSG00000028003	chr3	82892581	82903974	cluster_5	Promoter (<=1kb)	3.262624895	-0.088986364	0.326622547	0.392522485	.	Lrat
ENSMUSG00000028004	chr3	82538382	82548085	cluster_5	Promoter (<=1kb)	117.4348893	-1.603465828	0.581129285	8.56126E-05	0.000763605	Npy2r
ENSMUSG00000028005	chr3	82106246	82106309	cluster_5	Exon (ENSMUST00000048976/ENSMUSG00000033910, exon 4 of 9)	3475.589434	-0.054504219	0.214905619	0.739564929	0.848280083	Gucy1b3
ENSMUSG00000028012	chr3	129808574	129822505	cluster_5	Promoter (<=1kb)	4.384388871	0.008818067	0.313869209	0.925494608	.	Rrh
ENSMUSG00000028023	chr3	129199877	129219594	cluster_5	Promoter (<=1kb)	6.503910842	-0.039931896	0.318013737	0.650947102	0.786263806	Pitx2
ENSMUSG00000028024	chr3	129269176	129332749	cluster_5	Promoter (<=1kb)	10.39192055	-0.153538581	0.344619042	0.228991091	0.401757223	Enpep
ENSMUSG00000028037	chr3	151730922	151749959	cluster_5	Promoter (<=1kb)	252.9024675	-0.209811101	0.221032183	0.214922003	0.385846749	Ifi44
ENSMUSG00000028042	chr3	89391863	89398779	cluster_5	Promoter (<=1kb)	954.0383807	0.140973085	0.113530817	0.184965349	0.348483193	Zbtb7b
ENSMUSG00000028051	chr3	89146774	89160157	cluster_5	Promoter (<=1kb)	2449.624842	-0.116271954	0.192605062	0.454922611	0.628267403	Hcn3
ENSMUSG00000028053	chr3	88965811	89079375	cluster_5	Promoter (<=1kb)	3061.353821	0.273314618	0.193681259	0.084444037	0.20071337	Ash1l
ENSMUSG00000028064	chr3	88440878	88440951	cluster_5	Promoter (<=1kb)	930.1456734	-0.119334307	0.193500205	0.440954335	0.616537548	Sema4a
ENSMUSG00000028072	chr3	87778243	87795162	cluster_5	Promoter (<=1kb)	10.84283946	0.004694556	0.309198644	0.966664327	0.982695244	Ntrk1
ENSMUSG00000028073	chr3	87749096	87768953	cluster_5	Promoter (<=1kb)	279.8608894	0.227253887	0.258388878	0.205453559	0.373784629	Pear1
ENSMUSG00000028082	chr3	86084433	86130521	cluster_5	Promoter (<=1kb)	1906.480928	0.18614643	0.1100074	0.070257845	0.175138132	Sh3d19
ENSMUSG00000028088	chr3	97628803	97655287	cluster_5	Promoter (<=1kb)	119.9219449	-0.216079144	0.208950236	0.191460485	0.356503512	Fmo5
ENSMUSG00000028100	chr3	96705891	96708560	cluster_5	Promoter (<=1kb)	149.4189147	-0.016646297	0.153557153	0.902263099	0.945813843	Nudt17
ENSMUSG00000028108	chr3	95734147	95739569	cluster_5	Promoter (<=1kb)	4179.295131	-0.540468521	0.20354267	0.001741747	0.009629981	Ecm1
ENSMUSG00000028108	chr3	95734910	95734973	cluster_5	Promoter (<=1kb)	4179.295131	-0.540468521	0.20354267	0.001741747	0.009629981	Ecm1
ENSMUSG00000028111	chr3	95499209	95509387	cluster_5	Promoter (<=1kb)	358.9442601	0.453042868	0.156443176	0.00124334	0.007265029	Ctsk
ENSMUSG00000028115	chr3	95241292	95251193	cluster_5	Promoter (<=1kb)	5.43414158	-0.048240959	0.312804481	0.653326598	0.787764661	Bnipl
ENSMUSG00000028116	chr3	123006205	123034987	cluster_5	Promoter (<=1kb)	4.75355979	0.001680282	0.319624542	0.983288086	0.990986531	Myoz2
ENSMUSG00000028121	chr3	122419779	122530182	cluster_5	Promoter (<=1kb)	429.8927036	0.328747503	0.184442894	0.037089712	0.108705851	Bcar3
ENSMUSG00000028125	chr3	122044459	122180061	cluster_5	Promoter (<=1kb)	282.8824208	0.131246501	0.209998742	0.423703625	0.602368446	Abca4
ENSMUSG00000028134	chr3	119718741	119783388	cluster_5	Promoter (<=1kb)	3311.374625	-0.65611988	0.163553009	1.09282E-05	0.000130808	Ptbp2
ENSMUSG00000028138	chr3	138437199	138455499	cluster_5	Promoter (<=1kb)	5422.101033	0.085937233	0.08507169	0.295932641	0.477007169	Adh5
ENSMUSG00000028141	chr3	94433387	94436651	cluster_5	Promoter (<=1kb)	5.259390871	0.120181377	0.328779915	0.337199515	0.519442168	Oaz3
ENSMUSG00000028148	chr3	94342098	94347352	cluster_5	Promoter (<=1kb)	56.49823385	0.263002013	0.270992783	0.157740005	0.311188078	Them5
ENSMUSG00000028152	chr3	138711534	138726984	cluster_5	Distal Intergenic	4253.968803	0.350411945	0.069442545	1.85585E-07	3.60288E-06	Tspan5
ENSMUSG00000028159	chr3	137931006	137981549	cluster_5	Promoter (<=1kb)	312.5314209	0.262068789	0.15738558	0.058268431	0.152880945	Dapp1
ENSMUSG00000028164	chr3	135485610	135571403	cluster_5	Promoter (<=1kb)	597.3287393	0.078057675	0.158828706	0.573638856	0.72625738	Manba
ENSMUSG00000028167	chr3	135281220	135304425	cluster_5	Promoter (<=1kb)	300.9718882	0.183924991	0.249160945	0.293333986	0.474366712	Bdh2
ENSMUSG00000028172	chr3	134829006	134934581	cluster_5	Promoter (<=1kb)	1359.471884	-5.548752997	0.367603282	2.64776E-55	1.07123E-51	Tacr3
ENSMUSG00000028174	chr3	159599180	159625307	cluster_5	Promoter (<=1kb)	10.1207863	0.057100596	0.317247185	0.577779492	0.729399735	Rpe65
ENSMUSG00000028175	chr3	159076363	159308080	cluster_5	Distal Intergenic	60.98956383	-0.02940514	0.252118268	0.855304249	0.920768086	Depdc1a
ENSMUSG00000028175	chr3	159495432	159529955	cluster_5	Promoter (<=1kb)	60.98956383	-0.02940514	0.252118268	0.855304249	0.920768086	Depdc1a
ENSMUSG00000028184	chr3	148815585	148954635	cluster_5	Promoter (<=1kb)	2605.774158	-0.038771675	0.147469261	0.773317558	0.869949999	Adgrl2
ENSMUSG00000028185	chr3	146581372	146615598	cluster_5	Promoter (<=1kb)	1.795296867	0.033912364	0.327814959	0.430943677	.	Dnase2b
ENSMUSG00000028188	chr3	146457202	146499753	cluster_5	Promoter (<=1kb)	101.73492	-0.314843769	0.190789304	0.048079683	0.132363081	Spata1
ENSMUSG00000028197	chr3	145292471	145552011	cluster_5	Promoter (<=1kb)	22.72754431	0.359866434	0.639611222	0.004351647	0.020273946	Col24a1
ENSMUSG00000028214	chr4	11704446	11714993	cluster_5	Promoter (<=1kb)	722.6014662	-0.041814615	0.186009498	0.780762015	0.874534968	Gem
ENSMUSG00000028217	chr4	11758156	11817905	cluster_5	Promoter (<=1kb)	65.78687425	0.072172281	0.315525185	0.459416184	0.632443876	Cdh17
ENSMUSG00000028222	chr4	15881263	15906709	cluster_5	Promoter (<=1kb)	1223.68805	0.324815324	0.18110306	0.034095222	0.101877731	Calb1
ENSMUSG00000028223	chr4	15942899	15942991	cluster_5	Promoter (1-2kb)	1241.554003	-0.043624672	0.183579427	0.771276657	0.868757803	Decr1
ENSMUSG00000028236	chr4	3995941	4019663	cluster_5	Promoter (<=1kb)	3.074934194	0.034868108	0.321062571	0.670333165	.	Sdr16c5
ENSMUSG00000028238	chr4	19876837	19922566	cluster_5	Promoter (<=1kb)	5.056775618	0.044507495	0.323724901	0.608016179	0.75304961	Atp6v0d2
ENSMUSG00000028255	chr3	145004536	145032776	cluster_5	Promoter (<=1kb)	14.20959504	-4.411733407	0.932656259	3.18624E-07	5.82244E-06	Clca1
ENSMUSG00000028264	chr4	34024871	34050065	cluster_5	Promoter (<=1kb)	7.82518605	-0.064425278	0.310315971	0.578389257	0.72998729	Spaca1
ENSMUSG00000028270	chr3	142620662	142638008	cluster_5	Promoter (<=1kb)	698.73396	-0.361680181	0.235649784	0.045638139	0.127111926	Gbp2
ENSMUSG00000028270	chr3	142623859	142623946	cluster_5	Exon (ENSMUST00000165774/ENSMUSG00000028270, exon 2 of 11)	698.73396	-0.361680181	0.235649784	0.045638139	0.127111926	Gbp2
ENSMUSG00000028280	chr4	33132555	33163588	cluster_5	Promoter (<=1kb)	23.27443996	-0.230965515	0.343393	0.186602315	0.350522632	Gabrr1
ENSMUSG00000028287	chr4	39450292	39451778	cluster_5	Promoter (<=1kb)	2.873507821	-0.029663322	0.323183053	0.711779917	.	RP23-143B14.1
ENSMUSG00000028307	chr4	49535992	49549546	cluster_5	Promoter (<=1kb)	25.70420361	0.080083536	0.312556467	0.513921795	0.677845992	Aldob
ENSMUSG00000028310	chr4	49678746	49681983	cluster_5	Promoter (<=1kb)	2.603765161	-0.000660711	0.31760421	0.993133721	.	Ppp3r2
ENSMUSG00000028318	chr4	45018608	45034279	cluster_5	Promoter (<=1kb)	612.6230094	0.208308211	0.117641063	0.057065908	0.1508016	Polr1e
ENSMUSG00000028327	chr4	45848815	45887010	cluster_5	Promoter (<=1kb)	26.00466888	-0.145980025	0.298015051	0.369831838	0.551476356	Stra6l
ENSMUSG00000028333	chr4	46451116	46472523	cluster_5	Promoter (<=1kb)	3733.849471	0.066213467	0.106456738	0.508705793	0.673302072	Anp32b
ENSMUSG00000028337	chr4	46536936	46601929	cluster_5	Promoter (<=1kb)	1461.456751	-1.068985419	0.19275296	2.66768E-09	8.17645E-08	Coro2a
ENSMUSG00000028348	chr4	48663513	48673492	cluster_5	Promoter (<=1kb)	39.14977868	-0.002092438	0.23559241	0.988340502	0.993830303	Murc
ENSMUSG00000028358	chr4	62965573	63134030	cluster_5	Promoter (<=1kb)	201.9161263	-0.309160576	0.181788738	0.044536537	0.125059636	Zfp618
ENSMUSG00000028359	chr4	63356161	63359511	cluster_5	Promoter (<=1kb)	6.204775613	0.064026077	0.31763629	0.542641616	0.70222238	Orm3
ENSMUSG00000028362	chr4	63832823	63861284	cluster_5	Promoter (<=1kb)	4.539208833	-0.002792317	0.317121427	0.966523428	.	Tnfsf8
ENSMUSG00000028370	chr4	65124173	65357509	cluster_5	Promoter (<=1kb)	269.5255372	-1.218472095	0.319232354	9.55477E-06	0.000116296	Pappa
ENSMUSG00000028373	chr4	65380802	66404483	cluster_5	Promoter (<=1kb)	1356.354982	0.49003526	0.174314761	0.00124279	0.007263913	Astn2
ENSMUSG00000028397	chr4	74242496	74405864	cluster_5	Promoter (<=1kb)	1059.463254	-0.198055507	0.090476403	0.022318145	0.073734077	Kdm4c
ENSMUSG00000028417	chr4	53779704	53786885	cluster_5	Promoter (<=1kb)	17.8930609	0.16604621	0.307460649	0.307189927	0.489225716	Tal2
ENSMUSG00000028427	chr4	41033073	41048136	cluster_5	Promoter (<=1kb)	3.723858986	0.102829475	0.336451977	0.276330659	.	Aqp7
ENSMUSG00000028441	chr4	41505008	41517333	cluster_5	Promoter (<=1kb)	301.3090885	0.696864064	0.318067644	0.003217283	0.015850564	RP23-100C7.3
ENSMUSG00000028444	chr4	41657497	41695453	cluster_5	Promoter (<=1kb)	2339.492166	-0.335683379	0.139114666	0.008509032	0.034745501	Cntfr
ENSMUSG00000028459	chr4	43447723	43454626	cluster_5	Promoter (<=1kb)	21.35794346	-0.350557586	0.506051215	0.057017069	0.150711916	Cd72
ENSMUSG00000028463	chr4	43507025	43513725	cluster_5	Promoter (<=1kb)	521.7425385	-0.001485492	0.298865872	0.98524712	0.992063912	Car9
ENSMUSG00000028464	chr4	43513725	43523554	cluster_5	Promoter (<=1kb)	962.4826129	0.181467425	0.179935692	0.217198484	0.388411257	Tpm2
ENSMUSG00000028487	chr4	84272541	84675086	cluster_5	Promoter (<=1kb)	32.76123588	-0.042036454	0.305889357	0.704622177	0.825207088	Bnc2
ENSMUSG00000028494	chr4	86656564	86670059	cluster_5	Promoter (<=1kb)	1580.069307	-0.179785963	0.160451135	0.198048875	0.364103502	Plin2
ENSMUSG00000028496	chr4	87769924	87806323	cluster_5	Promoter (<=1kb)	2647.061258	-0.013089492	0.112853121	0.921375613	0.95724448	Mllt3
ENSMUSG00000028497	chr4	88412929	88438926	cluster_5	Promoter (<=1kb)	2167.11306	-0.480330908	0.209012767	0.005526578	0.02455954	Hacd4
ENSMUSG00000028523	chr4	102967265	102989755	cluster_5	Promoter (<=1kb)	20.06307971	0.124416251	0.303657576	0.41698579	0.596560599	Tctex1d1
ENSMUSG00000028523	chr4	102986378	103005594	cluster_5	Promoter (<=1kb)	20.06307971	0.124416251	0.303657576	0.41698579	0.596560599	Tctex1d1
ENSMUSG00000028527	chr4	101419288	101467771	cluster_5	Promoter (<=1kb)	2450.864374	-0.212752677	0.136001867	0.083269213	0.19882454	Ak4
ENSMUSG00000028541	chr4	117872999	117883476	cluster_5	Promoter (<=1kb)	4215.239718	-0.329176374	0.118409319	0.002396609	0.012485453	B4galt2
ENSMUSG00000028544	chr4	111875376	111902796	cluster_5	Promoter (<=1kb)	5.157922726	-0.210509434	0.398361127	0.091314261	0.212297	Slc5a9
ENSMUSG00000028552	chr4	109280274	109387816	cluster_5	Promoter (<=1kb)	11543.19084	0.160599768	0.156727582	0.240782564	0.415908223	Eps15
ENSMUSG00000028555	chr4	109407099	109444745	cluster_5	Promoter (<=1kb)	94.14306538	0.610568585	0.298679479	0.006367541	0.027617708	Ttc39a
ENSMUSG00000028558	chr4	109218412	109254577	cluster_5	Promoter (<=1kb)	40.74685616	0.031747734	0.22114702	0.847761694	0.916343644	Calr4
ENSMUSG00000028575	chr4	94907266	94928843	cluster_5	Promoter (<=1kb)	10.46408434	0.160618228	0.3304212	0.28360966	0.464094791	Eqtn
ENSMUSG00000028581	chr4	130913333	130936148	cluster_5	Promoter (<=1kb)	131.3344018	0.110027759	0.28460842	0.464139309	0.635748621	Laptm5
ENSMUSG00000028583	chr4	143267408	143299564	cluster_5	Promoter (<=1kb)	9751.180846	-0.248041498	0.262358892	0.166453327	0.323549952	Pdpn
ENSMUSG00000028584	chr4	143349749	143371028	cluster_5	Promoter (<=1kb)	18.95683466	0.339422903	0.488766265	0.062965324	0.162072216	Lrrc38
ENSMUSG00000028589	chr4	144418190	144438772	cluster_5	Promoter (<=1kb)	6.086911661	0.077649233	0.330037672	0.353883591	0.535831674	RP23-321K1.1
ENSMUSG00000028597	chr4	108400216	108406713	cluster_5	Promoter (<=1kb)	566.5999938	0.239965834	0.167409114	0.09520018	0.21849381	Gpx7
ENSMUSG00000028599	chr4	145212367	145246870	cluster_5	Promoter (<=1kb)	437.3701695	-0.068558011	0.221117788	0.666684716	0.798104221	Tnfrsf1b
ENSMUSG00000028600	chr4	108087356	108087449	cluster_5	Intron (ENSMUST00000044248/ENSMUSG00000028600, intron 1 of 11)	1821.863441	-1.251110445	0.325579491	3.79101E-06	5.25263E-05	Podn
ENSMUSG00000028601	chr4	108165436	108179308	cluster_5	Promoter (<=1kb)	663.9590668	0.055988757	0.160164444	0.691466566	0.815607998	Echdc2
ENSMUSG00000028602	chr4	145268975	145315147	cluster_5	Promoter (<=1kb)	84.23041492	-3.135302862	0.750746575	1.19227E-07	2.43867E-06	Tnfrsf8
ENSMUSG00000028607	chr4	107903981	107923589	cluster_5	Promoter (<=1kb)	740.7102514	0.09250156	0.16585292	0.518481198	0.681373316	Cpt2
ENSMUSG00000028610	chr4	107676289	107684162	cluster_5	Promoter (<=1kb)	81.86170603	0.159884381	0.27001273	0.347023821	0.52928786	Dmrtb1
ENSMUSG00000028621	chr4	107070167	107084805	cluster_5	Promoter (<=1kb)	364.1286476	-0.177882339	0.19578981	0.257270463	0.435176438	Cyb5rl
ENSMUSG00000028626	chr4	121039565	121055325	cluster_5	Promoter (<=1kb)	79.00966819	-0.312497206	0.248990985	0.089469429	0.209258536	Col9a2
ENSMUSG00000028631	chr4	120697472	120747176	cluster_5	Promoter (<=1kb)	599.4996615	-0.33021892	0.145385337	0.011219948	0.04329804	Kcnq4
ENSMUSG00000028642	chr4	119205054	119218217	cluster_5	Promoter (<=1kb)	35.34966477	-0.168347124	0.297346111	0.316912539	0.499363121	Tmem269
ENSMUSG00000028644	chr4	119175456	119190011	cluster_5	Promoter (<=1kb)	26.95648989	-0.789417089	0.394064276	0.004385544	0.020389606	Ermap
ENSMUSG00000028649	chr4	123349632	123684360	cluster_5	Promoter (<=1kb)	18310.82479	-0.047793685	0.193361855	0.761403019	0.862720049	Macf1
ENSMUSG00000028677	chr4	117271462	117375461	cluster_5	Promoter (<=1kb)	2988.715606	0.056249747	0.112192904	0.590900999	0.739412119	Rnf220
ENSMUSG00000028678	chr4	117159632	117178772	cluster_5	Promoter (<=1kb)	227.1851262	-0.349954454	0.348450658	0.075788057	0.184964144	Kif2c
ENSMUSG00000028707	chr4	115915118	115939926	cluster_5	Promoter (<=1kb)	5.294677101	-0.144891208	0.356520737	0.163026515	0.318695725	Dmbx1
ENSMUSG00000028713	chr4	115624727	115647705	cluster_5	Promoter (<=1kb)	33.18945158	-0.285111573	0.265431419	0.126938403	0.267510881	Cyp4b1
ENSMUSG00000028716	chr4	115088707	115093894	cluster_5	Promoter (<=1kb)	8.802983167	0.122930857	0.335734645	0.292343141	0.473256193	Pdzk1ip1
ENSMUSG00000028717	chr4	115056425	115071755	cluster_5	Promoter (<=1kb)	138.1102058	-2.459565939	0.228021144	3.10058E-28	1.79205E-25	Tal1
ENSMUSG00000028738	chr4	139644041	139644111	cluster_5	Intron (ENSMUST00000178644/ENSMUSG00000094439, intron 22 of 29)	2.91383657	0.043891793	0.327742183	0.339167507	.	Tas1r2
ENSMUSG00000028738	chr4	139653537	139670279	cluster_5	Promoter (<=1kb)	2.91383657	0.043891793	0.327742183	0.339167507	.	Tas1r2
ENSMUSG00000028749	chr4	138750532	138757598	cluster_5	Promoter (<=1kb)	8.579760094	0.029744699	0.307157661	0.794118852	0.883894016	Pla2g2f
ENSMUSG00000028751	chr4	138877941	138882814	cluster_5	Promoter (<=1kb)	9.918447456	0.027656163	0.310625203	0.789404424	0.880069557	Pla2g2e
ENSMUSG00000028753	chr4	138568968	138623992	cluster_5	Promoter (<=1kb)	323.9617122	0.428817565	0.229049159	0.01798018	0.062142673	Vwa5b1
ENSMUSG00000028755	chr4	138338527	138367955	cluster_5	Promoter (<=1kb)	47.91922023	0.011751468	0.283349156	0.936981774	0.96525945	Cda
ENSMUSG00000028756	chr4	138316131	138316200	cluster_5	Promoter (<=1kb)	8799.214852	0.154487877	0.137554627	0.222304889	0.393990327	Pink1
ENSMUSG00000028760	chr4	138163208	138163292	cluster_5	Intron (ENSMUST00000084215/ENSMUSG00000028760, intron 15 of 33)	9956.786635	-0.336067612	0.104247075	0.000731471	0.00469893	Eif4g3
ENSMUSG00000028763	chr4	137468802	137570630	cluster_5	Promoter (<=1kb)	7448.935842	-0.053228286	0.208545237	0.72070442	0.836007208	Hspg2
ENSMUSG00000028763	chr4	137538285	137538370	cluster_5	Intron (ENSMUST00000030547/ENSMUSG00000028763, intron 43 of 96)	7448.935842	-0.053228286	0.208545237	0.72070442	0.836007208	Hspg2
ENSMUSG00000028766	chr4	137741730	137796384	cluster_5	Promoter (<=1kb)	542.4705625	0.068601553	0.294436283	0.634474659	0.773622008	Alpl
ENSMUSG00000028776	chr4	130165599	130174802	cluster_5	Promoter (<=1kb)	1405.887453	0.069077182	0.177459671	0.645662202	0.78224236	Tinagl1
ENSMUSG00000028786	chr4	129105529	129111626	cluster_5	Promoter (<=1kb)	2.059261358	-0.05206435	0.326669692	0.469244277	.	Tmem54
ENSMUSG00000028794	chr4	128759257	128769298	cluster_5	Promoter (<=1kb)	29.95240061	-0.068837435	0.246851525	0.675731984	0.804522146	A3galt2
ENSMUSG00000028801	chr4	135495986	135537803	cluster_5	Promoter (<=1kb)	108.9896274	0.689644228	0.435557936	0.010671393	0.041625839	Stpg1
ENSMUSG00000028825	chr4	134864535	134896172	cluster_5	Promoter (<=1kb)	7.725079575	-0.151576335	0.364446084	0.114300326	0.248139338	Rhd
ENSMUSG00000028834	chr4	134315119	134329629	cluster_5	Promoter (<=1kb)	17.26917574	0.120721743	0.326094015	0.342200125	0.524421691	Trim63
ENSMUSG00000028836	chr4	134343045	134354484	cluster_5	Promoter (<=1kb)	1.444099543	-0.002498138	0.323395122	0.960564599	.	Slc30a2
ENSMUSG00000028840	chr4	134243762	134245873	cluster_5	Promoter (<=1kb)	620.5589479	0.39775016	0.130544291	0.000946418	0.00578926	Zfp593
ENSMUSG00000028841	chr4	134228041	134238399	cluster_5	Promoter (<=1kb)	29.67249088	0.061789292	0.272275017	0.694820458	0.81813289	Cnksr1
ENSMUSG00000028845	chr4	126322120	126325199	cluster_5	Promoter (<=1kb)	38.01957195	0.02718829	0.246742406	0.868920161	0.928748982	Tekt2
ENSMUSG00000028851	chr4	133532541	133546027	cluster_5	Promoter (<=1kb)	4942.591712	0.335949281	0.110791942	0.001261519	0.007358498	Nudc
ENSMUSG00000028859	chr4	126024658	126044975	cluster_5	Promoter (<=1kb)	3.845360219	-0.01540835	0.324648901	0.704483746	.	Csf3r
ENSMUSG00000028860	chr4	133253089	133263087	cluster_5	Promoter (<=1kb)	148.7318466	-0.099212209	0.21370198	0.543658425	0.702861014	Sytl1
ENSMUSG00000028865	chr4	133220808	133224554	cluster_5	Promoter (<=1kb)	111.9936312	-0.086813646	0.227476811	0.600264864	0.746833011	Cd164l2
